ID,TruncatedID,Mean,SD,AUC,Peak,MaxIndex,Halfpk,Skew,HHMean,Fat,Carb,Protein
2133-001_PB2,2133-001,0.15837191358024688,0.09329461445501566,0.29808948399738733,0.0979381443298969,0.5,0.8857142857142857,0.6131373326634835,0.1514851485148515,20.0,51,18
2133-010_PB2,2133-010,0.2453703703703705,0.043681174236148174,0.3683050293925539,0.12886597938144329,1.0,0.8857142857142857,0.5262348545726072,0.2811881188118812,20.0,51,18
2133-024_PB2,2133-024,0.48496700723712205,0.6801875633142714,0.3964728935336381,0.7525773195876289,0.1388888888888889,0.0,0.702496071400059,0.4801980198019803,20.0,51,18
2133-015_Bar1,2133-015,0.15991512345678996,0.3155993106974662,0.2973546701502286,0.14432989690721648,0.1388888888888889,0.6285714285714286,0.29860101290753527,0.0,18.0,48,9
2133-030_Bar1,2133-030,0.37172067901234557,0.14418621222646805,0.4750163291966035,0.31958762886597936,0.3888888888888889,0.8857142857142857,0.7838041805761754,0.3297029702970297,18.0,48,9
2133-020_CF2,2133-020,0.21903935185185183,0.2659404819454026,0.07290986283474853,0.26804123711340205,0.4444444444444444,0.08571428571428572,0.5802801284643846,0.24851485148514846,2.5,54,11
2133-040_PB2,2133-040,0.15200617283950618,0.06212008950272026,0.29245591116917047,0.06701030927835051,0.4722222222222222,0.8857142857142857,0.5246199267764922,0.196039603960396,20.0,51,18
2133-026_PB2,2133-026,0.1309799382716049,0.16642222276418256,0.2769431743958197,0.0979381443298969,0.4444444444444444,0.8857142857142857,0.4030776326122877,0.13564356435643563,20.0,51,18
2133-033_PB2,2133-033,0.14062499999999997,0.11447989376443189,0.2829033311561071,0.10824742268041238,0.3611111111111111,0.8857142857142857,0.5877292491863163,0.1881188118811881,20.0,51,18
2133-015_Bar2,2133-015,0.6153850790895062,0.2453783445832124,0.5597648595689092,0.4690721649484536,0.5555555555555556,0.7428571428571429,0.4420299057716931,0.5891089108910891,18.0,48,9
2133-025_Bar2,2133-025,0.27874228395061745,0.32129288730471184,0.3985956890920967,0.3402061855670103,0.4444444444444444,0.8857142857142857,0.7239543357984844,0.19801980198019803,18.0,48,9
2133-041_CF1,2133-041,0.49239969135802475,0.2838338657288137,0.22485303723056826,0.4072164948453608,0.2777777777777778,0.37142857142857144,0.3664131800367887,0.4425742574257425,2.5,54,11
2133-025_CF2,2133-025,0.32523148148148134,0.4553542651933951,0.43941868060091444,0.4020618556701031,0.5,0.6,0.5952831893712845,0.17029702970297028,2.5,54,11
2133-021_CF1,2133-021,0.7351466049382717,0.5890792743249876,0.7765349444807316,0.7628865979381443,0.5833333333333334,0.6,0.5065884725522328,0.7435643564356437,2.5,54,11
2133-006_PB1,2133-006,0.08429783950617294,0.13437353664647633,0.23546701502286088,0.061855670103092786,0.9444444444444444,0.8857142857142857,0.5675397746355896,0.20792079207920794,20.0,51,18
2133-019_PB2,2133-019,0.4976851851851854,0.0989577523561078,0.5774820378837361,0.33505154639175255,0.3611111111111111,0.8857142857142857,0.46039557109706514,0.4643564356435644,20.0,51,18
2133-011_CF1,2133-011,0.27025462962962965,0.12019406349862065,0.3910842586544742,0.211340206185567,0.3333333333333333,0.8857142857142857,0.7213711988544209,0.2475247524752475,2.5,54,11
2133-001_Bar2,2133-001,0.3040782143932551,0.1817834514671283,0.4846505551926845,0.2268041237113402,0.7222222222222222,1.0,0.4816714331539463,0.26930693069306927,18.0,48,9
2133-032_CF1,2133-032,0.23206018518518517,0.2627707263071165,0.36005878510777267,0.25773195876288657,0.4444444444444444,0.8857142857142857,0.6409435110634527,0.12178217821782178,2.5,54,11
2133-022_Bar2,2133-022,0.24749228395061737,0.2082563024295922,0.3724689745264533,0.25257731958762886,0.3333333333333333,0.8857142857142857,0.7063735635536207,0.1623762376237624,18.0,48,9
2133-036_PB1,2133-036,0.3695987654320988,0.3239172481643664,0.47003592423252777,0.3711340206185567,0.9166666666666666,0.8857142857142857,0.6419159138519327,0.6316831683168318,20.0,51,18
2133-039_CF1,2133-039,0.468557098765432,0.44390429607342285,0.5564173742651861,0.5360824742268041,0.5,0.6571428571428571,0.6190952056541936,0.2831683168316831,2.5,54,11
2133-011_PB2,2133-011,0.263888888888889,0.0989577523561078,0.3843892880470281,0.15979381443298968,0.75,0.8857142857142857,0.44784680991853104,0.26732673267326734,20.0,51,18
